CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6_Facial Coverings,H6_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8_Protection of elderly people,H8_Flag,H8_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,date,deathIncrease
United States,USA,North Carolina,US_NC,STATE_WIDE,20200314,0,,"Individual school districts including Wake and Johnston Counties announce closures through at least March 27, to take effect Monday March 17 (state order superseded upon its later announcement).    https://web.archive.org/web/20200518142840/https://www.newsobserver.com/news/local/article241196181.html",1,1,,1,1,,0,,,0,,,1,1,,0,,,0,,0,,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,32,0,24.07,24.07,38.1,38.1,20.83,20.83,20.24,20.24,25,25,3/14/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200315,0,,,1,1,,1,1,,0,,,0,,,1,1,,0,,,0,,0,,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,33,0,24.07,24.07,38.1,38.1,20.83,20.83,20.24,20.24,25,25,3/15/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200316,2,1,Executive order 120 extends closure of public schools through until May 5.    https://web.archive.org/web/20200622195500/https://files.nc.gov/governor/documents/files/EO120.pdf,1,1,,1,1,,2,1,Governor Roy Cooper bans gatherings of more than 100 people.    https://web.archive.org/web/20200622025627/https://governor.nc.gov/news/governor-cooper-issues-executive-order-closing-k-12-public-schools-and-banning-gatherings-more,1,0,"Beginning March 16, Greensboro Transit Authority (GTA) begins a reduced service schedule in response to COVID-19 and to allow proper sanitzation of buses.    Link:   https://web.archive.org/web/20200315181433/https://twitter.com/GTAHEAT/status/1239242563531530251",1,1,,0,,,0,,0,,,1,,,,,,2,1,,1,"State planning an increase in testing capabilities to identify, isolate and track new cases of COVID-19, but no specifics mentioned in regards to testing policy.    Link:  https://web.archive.org/web/20200716044920/https://governor.nc.gov/news/governor-cooper-shares-path-forward-north-carolina",0,,,,,,0,,,0,,,1,1,,,,39,0,39.81,39.81,53.57,53.57,29.69,29.69,30.36,30.36,25,25,3/16/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200317,2,1,,2,1,"Executive Order No. 118 orders bars to close and limited the sale of food and beverages to carry-out, drive-through, and delivery only effective 5 PM on March 17.  https://web.archive.org/web/20200622182157/https://files.nc.gov/governor/documents/files/EO118.pdf",1,1,,2,1,,1,0,,1,1,,0,,,0,,1,0,"March 17, 2020 â€“ The Governor signed Executive Order 118 which makes state unemployment benefits more widely available, covering all who have had their hours of employment reduced or eliminated.    https://web.archive.org/web/20200903182559/https://files.nc.gov/governor/documents/files/EO118.pdf  ",1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,62,0,43.52,43.52,57.14,57.14,33.33,33.33,32.74,32.74,37.5,37.5,3/17/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200318,2,1,"Private K-12 schools begin to close schools and transition to online learning, for instance, Durham Academy began remote learning March 18.    Link:  https://web.archive.org/web/20200318175013/https://twitter.com/DurhamAcademy/status/1240296441685381121",2,1,,1,1,,2,1,,1,0,,1,1,,0,,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,104,0,43.52,43.52,57.14,57.14,33.33,33.33,32.74,32.74,37.5,37.5,3/18/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200319,2,1,,2,1,,1,1,,2,1,,1,0,,1,1,,0,,,0,,1,0,,1,The Utilities Commision acknowledged the financial hardships created by the pandemic and made the first official order to suspend penalties and disconnections of utilities from nonpayment.   https://web.archive.org/web/20200408064010/https://starw1.ncuc.net/NCUC/ViewFile.aspx?Id=99807398-6abd-412f-b94c-6c23eb2427b0,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,152,0,43.52,43.52,57.14,57.14,33.33,33.33,32.74,32.74,37.5,37.5,3/19/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200320,2,1,,2,1,,1,1,,2,1,,1,0,,1,1,,2,0,"Effective 10 PM on March 20, Dare County prohibited non-resident property owners from entering the county.    Link:  https://web.archive.org/web/20200801092625/https://www.darenc.com/Home/Components/News/News/5994/17?npage=13",0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,208,0,51.85,51.85,59.52,59.52,38.02,38.02,38.1,38.1,37.5,37.5,3/20/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200321,2,1,,2,1,,1,1,,2,1,,1,0,,1,1,,2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,287,0,51.85,51.85,59.52,59.52,38.02,38.02,38.1,38.1,37.5,37.5,3/21/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200322,2,1,,2,1,,1,1,,2,1,,1,0,,1,1,,2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,325,0,51.85,51.85,59.52,59.52,38.02,38.02,38.1,38.1,37.5,37.5,3/22/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200323,3,1,"Beginning March 23, public and private universities extend spring break, begin to close campuses, and transition courses to online learning for the spring semester.    University of North Carolina at Chapel Hill announcement:  https://web.archive.org/web/20200313210756/https://www.unc.edu/posts/2020/03/13/message-from-chancellor-guskiewicz-on-carolinas-coronavirus-response/    Duke University announcement:  https://web.archive.org/web/20200313143100/https://coronavirus.duke.edu/2020/03/community-update-changes-to-spring-break-and-classes-new-travel-restrictions/    Wake Forest University announcement:  https://web.archive.org/web/20200619020148/https://ourwayforward.wfu.edu/2020/03/changes-to-class-schedule-suspending-in-person-classes/    **Coded as 3G as all major universities in addition to public and private K-12 schools have switched to remote instruction and campus closures for in-person instruction.",2,1,,1,1,,2,1,,1,0,,1,1,,2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,423,0,55.56,55.56,63.1,63.1,40.1,40.1,40.48,40.48,37.5,37.5,3/23/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200324,3,1,,2,1,,1,1,,2,1,,1,0,,1,1,,2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,544,0,55.56,55.56,63.1,63.1,40.1,40.1,40.48,40.48,37.5,37.5,3/24/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200325,3,1,,2,1,"Per Executive Order No. 120, further sectors required to close by 5:00 PM Wednesday, March 25, including health clubs, movie theaters, spas, bowling alleys, and pools.  https://web.archive.org/web/20200622195500/https://files.nc.gov/governor/documents/files/EO120.pdf",1,1,,3,1,Executive order 120 restricts gatherings more than 50 people.     https://web.archive.org/web/20200622195500/https://files.nc.gov/governor/documents/files/EO120.pdf,1,0,"Charlotte Area Transit System announces service reductions of 50% as a result of COVID-related reductions in demand. Changed scheduled to come into effect March 25.   http://archive.vn/P8IES  On March 25, the City of Asheville public bus system, Asheville Redefines Transit or ART, introduces a 10-person maximum per bus. Schedule modifications and service reductions are beginning to be introduced.    https://web.archive.org/web/20200715224338/https://www.ashevillenc.gov/news/asheville-rides-transit-implements-10-person-maximum-per-bus/  Wave Transit, serving Wilmington, introduces new public health measures such as temporarily waiving fare requirements and social distancing measurements in response to COVID-19.  Link: https://web.archive.org/web/20200325173224/https://twitter.com/WaveTransitILM/status/1242818160673411075",2,0,"Pitt County Board of Commissioners Chair declared the stay-at-home order on Monday, to be effective at 5 p.m. Wednesday March 25, applying to unincorporated areas of the County, with residents ordered to stay at home unless providing or accessing essential services.    https://web.archive.org/web/20200611230737/https://carolinapublicpress.org/30096/nc-local-governments-enact-piecemeal-stay-at-home-orders/",2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,1,1,,,,661,2,60.19,60.19,65,65,42.71,42.71,43.45,43.45,37.5,37.5,3/25/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200326,3,1,,3,0,"Mecklenburg County Manager announces that beginning March 26 and until at least April 16, county residents will be subject to a county stay-at-home order requiring all non-essential businesses to close, residents to stay at home unless to provide or receive essential services, and prohibiting all public and private gatherings of more than 10 people (with a few exceptions). This order has stricter requirements as to what is considered an ""essential business"" than the state order taking effect March 25.     Explainer:  https://web.archive.org/web/20200622025739/https://www.mecknc.gov/news/Pages/County-Issues-'Stay-at-Home'-Order-for-Next-21-Days.aspx    Order:  http://archive.vn/ZG7SA    The City of Durham institutes a stay-at-home order the same day, requires closure of non-essential services.    https://web.archive.org/web/20200625045216/https://durhamnc.gov/CivicAlerts.aspx?AID=2296",2,0,"Mecklenburg County Manager announces that beginning March 26 and until at least April 16, county residents will be subject to a county stay-at-home order requiring all non-essential businesses to close, residents to stay at home unless to provide or receive essential services, and prohibiting all public and private gatherings of more than 10 people (with a few exceptions).     Explainer:  https://web.archive.org/web/20200622025739/https://www.mecknc.gov/news/Pages/County-Issues-'Stay-at-Home'-Order-for-Next-21-Days.aspx    Order:  http://archive.vn/ZG7SA",3,1,,1,0,,2,0,"The City of Durham issued an order for residents to stay at home until April 30. Exceptions to the order will be allowed for those seeking medical treatment, buying food, or exercising outdoors. Essential workers, such as hospital and medical staff, law enforcement and firefighters, food service and grocery store employees, local government employees, will be allowed to travel to work. The order does not prohibit restaurants from providing take-out or delivery options.    The order was extended on April 3 to apply to April 30.    https://web.archive.org/web/20200417220828/https://durhamnc.gov/CivicAlerts.aspx?AID=2296",2,0,"The City of Durham issued an order for residents to stay at home until April 30. Exceptions to the order will be allowed for those seeking medical treatment, buying food, or exercising outdoors. Essential workers, such as hospital and medical staff, law enforcement and firefighters, food service and grocery store employees, local government employees, will be allowed to travel to work. The order does not prohibit restaurants from providing take-out or delivery options.    The order was extended on April 3 to apply to April 30.    https://web.archive.org/web/20200417220828/https://durhamnc.gov/CivicAlerts.aspx?AID=2296",0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,"Executive order 121 orders those in NC to stay at home for 30 days, including elderly people.    https://web.archive.org/web/20200622202120/https://www.ncdhhs.gov/news/press-releases/governor-cooper-announces-statewide-stay-home-order-until-april-29",,,791,3,64.81,64.81,65,65,47.4,47.4,48.81,48.81,37.5,37.5,3/26/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200327,3,1,,3,0,,2,0,,3,1,,1,0,,2,0,"City of Winston-Salem declares a stay at home order, allowing individuals to leave their place of residence only for essential activities, essential governmental functions, and essential businesses.     https://web.archive.org/web/20200622185409/https://www.cityofws.org/DocumentCenter/View/13962/Mayor-Stay-at-Home-Order-Original---March-25-2020",2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,963,4,64.81,64.81,65,65,47.4,47.4,48.81,48.81,37.5,37.5,3/27/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200328,3,1,,3,0,,2,0,,3,1,,1,0,,2,0,,2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,1105,5,64.81,64.81,65,65,47.4,47.4,48.81,48.81,37.5,37.5,3/28/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200329,3,1,,3,0,,2,0,,3,1,,1,0,,2,0,,2,0,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,1234,7,64.81,64.81,65,65,47.4,47.4,48.81,48.81,37.5,37.5,3/29/2020,0
United States,USA,North Carolina,US_NC,STATE_WIDE,20200330,3,1,,3,0,"State Executive Order 121 comes into effect, including a stay at home order and the closure of non-essential businesses. However, the state's description of businesses allowed to operate is broader than that of county stay-at-home orders active during this time, as they state allows businesses to remain open if they meet social distancing requirements.     https://web.archive.org/web/20200625041555/https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf",2,0,,3,1,Executive order 121 restricts the size of gatherings to 10 people.    https://web.archive.org/web/20200622202120/https://www.ncdhhs.gov/news/press-releases/governor-cooper-announces-statewide-stay-home-order-until-april-29,1,1,"In line with the state's stay-at-home order, GoDurham, GoRaleigh, GoTriangle and GoCary will all operate most of their routes less frequently starting Monday, because of falling demand and to discourage unessential travel during the COVID-19 outbreak starting March 30.    Inclusion of three major cities used as criteria for shift to general indicator.    http://archive.vn/4lXkW",2,1,Executive order 121 orders those in NC to stay at home for 30 days.    https://web.archive.org/web/20200622202120/https://www.ncdhhs.gov/news/press-releases/governor-cooper-announces-statewide-stay-home-order-until-april-29    Previously linked Durham and Mecklenburg county policies for stay-at-home orders (generally more stringent) also remain in effect during this period).,2,1,State executive order 121 orders those in NC to stay at home for 30 days.    https://web.archive.org/web/20200622202120/https://www.ncdhhs.gov/news/press-releases/governor-cooper-announces-statewide-stay-home-order-until-april-29    Previously linked Durham and Mecklenburg county policies for stay-at-home orders (generally more stringent) also remain in effect during this period).,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,1426,7,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,3/30/2020,2
United States,USA,North Carolina,US_NC,STATE_WIDE,20200331,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,"Enacted March 31, Executive Order No. 124 prohibited utility shut-offs for nonpayment of residential customers. This order was later extended to apply through July 29 per Executive Order No. 142 enacted May 20.  Links: https://web.archive.org/web/20200805190354/https://www.ncuc.net/execorder124.html https://web.archive.org/web/20200805190505/https://files.nc.gov/governor/documents/files/EO124-Utilities-Evictions-Financial-Services.pdf",,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,1578,12,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,3/31/2020,2
United States,USA,North Carolina,US_NC,STATE_WIDE,20200401,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,1855,14,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/1/2020,2
United States,USA,North Carolina,US_NC,STATE_WIDE,20200402,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,2093,21,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/2/2020,6
United States,USA,North Carolina,US_NC,STATE_WIDE,20200403,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,2380,27,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/3/2020,3
United States,USA,North Carolina,US_NC,STATE_WIDE,20200404,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,2635,34,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/4/2020,5
United States,USA,North Carolina,US_NC,STATE_WIDE,20200405,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,2891,38,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/5/2020,7
United States,USA,North Carolina,US_NC,STATE_WIDE,20200406,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,3153,45,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/6/2020,2
United States,USA,North Carolina,US_NC,STATE_WIDE,20200407,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,3453,53,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/7/2020,13
United States,USA,North Carolina,US_NC,STATE_WIDE,20200408,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,3700,66,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/8/2020,7
United States,USA,North Carolina,US_NC,STATE_WIDE,20200409,3,1,,3,0,"Effective 9 April, state Executive order 131 additionally limits occupancy of operating retail establishments to 20% or 5 customers/ 1000 square feet of square footage, and provide social distancing markings.    https://web.archive.org/web/20200622203653/https://files.nc.gov/governor/documents/files/EO131-Retail-Long-Term-Care-Unemployment-Insurance.pdf",2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,3993,76,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/9/2020,12
United States,USA,North Carolina,US_NC,STATE_WIDE,20200410,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,4230,83,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/10/2020,9
United States,USA,North Carolina,US_NC,STATE_WIDE,20200411,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,4535,89,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/11/2020,6
United States,USA,North Carolina,US_NC,STATE_WIDE,20200412,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,4839,89,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/12/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200413,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,5024,94,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/13/2020,5
United States,USA,North Carolina,US_NC,STATE_WIDE,20200414,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,5195,112,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/14/2020,22
United States,USA,North Carolina,US_NC,STATE_WIDE,20200415,3,1,,3,0,,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,"As part of a larger statement describing a path towards easing restrictions, Governor Cooper described increased commitment to increasing testing capacity and tracing.    https://web.archive.org/web/20200622204155/https://governor.nc.gov/news/governor-cooper-shares-path-forward-north-carolina",,,,,0,,,0,,,2,1,,,,5484,130,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/15/2020,9
United States,USA,North Carolina,US_NC,STATE_WIDE,20200416,3,1,,3,0,Mecklenburg county announces stay at home order and closure of non-essential businesses to be extended to April 29.    https://web.archive.org/web/20200619185523/https://www.mecknc.gov/news/Pages/Amended-Stay-at-Home-Order.aspx,2,0,,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,,5877,150,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/16/2020,14
United States,USA,North Carolina,US_NC,STATE_WIDE,20200417,3,1,,3,0,"Published April 17, Further documentation on the relatively broader definition of essential businesses in state orders, businesses coded as ""non-essential"" elsewhere such as retail allowed to stay open with some changes to accommodate social distancing.    https://web.archive.org/web/20200622221220/https://www.charlotteobserver.com/news/business/article241800016.html",2,0,Mecklenburg county announces stay at home order and limit of private and public gatherings to ten or fewer people to be extended to April 29.    https://web.archive.org/web/20200619185523/https://www.mecknc.gov/news/Pages/Amended-Stay-at-Home-Order.aspx,3,1,,1,1,,2,1,,2,1,,0,,1,0,,1,,,,,,2,1,,1,,0,,,,,,0,,,0,,,2,1,,,.,6171,177,72.22,72.22,74.52,74.52,51.56,51.56,53.57,53.57,37.5,37.5,4/17/2020,21
